name,value,year,lastValue,rank
01 Государственные службы общего назначения,2354567094.7799997,2006.2,2268377418.72,430
05 Охрана окружающей среды,7402452.0,2006.3,7255936.25,431
"08 Отдых, культура и религия",61809600.54,2006.3,60269179.38,432
06 Жилищные и коммунальные услуги,149238031.88,2006.3,125052391.01,433
07 Здравоохранение,200994992.66000003,2006.3,189352745.97000003,434
09 Образование,237926749.04000002,2006.3,230196438.78000003,435
10 Социальная защита,242634933.68,2006.3,235922362.66,436
03 Общественный порядок и безопасность,415398835.49999994,2006.3,406883741.79999995,437
02 Оборона,419657938.12,2006.3,412985674.94,438
04 Экономические вопросы,521688587.88,2006.3,481144401.15999997,439
01 Государственные службы общего назначения,2440756770.8399997,2006.3,2354567094.7799997,440
05 Охрана окружающей среды,7548967.75,2006.4,7402452.0,441
"08 Отдых, культура и религия",63350021.7,2006.4,61809600.54,442
06 Жилищные и коммунальные услуги,173423672.75,2006.4,149238031.88,443
07 Здравоохранение,212637239.35000002,2006.4,200994992.66000003,444
09 Образование,245657059.30000004,2006.4,237926749.04000002,445
10 Социальная защита,249347504.7,2006.4,242634933.68,446
03 Общественный порядок и безопасность,423913929.1999999,2006.4,415398835.49999994,447
02 Оборона,426330201.29999995,2006.4,419657938.12,448
04 Экономические вопросы,562232774.5999999,2006.4,521688587.88,449
01 Государственные службы общего назначения,2526946446.8999996,2006.4,2440756770.8399997,450
05 Охрана окружающей среды,7695483.5,2006.5,7548967.75,451
"08 Отдых, культура и религия",64890442.86,2006.5,63350021.7,452
06 Жилищные и коммунальные услуги,197609313.62,2006.5,173423672.75,453
07 Здравоохранение,224279486.04000002,2006.5,212637239.35000002,454
09 Образование,253387369.56000006,2006.5,245657059.30000004,455
10 Социальная защита,256060075.72,2006.5,249347504.7,456
03 Общественный порядок и безопасность,432429022.9,2006.5,423913929.1999999,457
02 Оборона,433002464.48,2006.5,426330201.29999995,458
04 Экономические вопросы,602776961.3199999,2006.5,562232774.5999999,459
01 Государственные службы общего назначения,2613136122.96,2006.5,2526946446.8999996,460
05 Охрана окружающей среды,7841999.25,2006.6,7695483.5,461
"08 Отдых, культура и религия",66430864.019999996,2006.6,64890442.86,462
06 Жилищные и коммунальные услуги,221794954.49,2006.6,197609313.62,463
07 Здравоохранение,235921732.73000002,2006.6,224279486.04000002,464
09 Образование,261117679.82000005,2006.6,253387369.56000006,465
10 Социальная защита,262772646.74,2006.6,256060075.72,466
02 Оборона,439674727.65999997,2006.6,433002464.48,467
03 Общественный порядок и безопасность,440944116.59999996,2006.6,432429022.9,468
04 Экономические вопросы,643321148.04,2006.6,602776961.3199999,469
01 Государственные службы общего назначения,2699325799.02,2006.6,2613136122.96,470
05 Охрана окружающей среды,7988515.0,2006.7,7841999.25,471
"08 Отдых, культура и религия",67971285.17999999,2006.7,66430864.019999996,472
06 Жилищные и коммунальные услуги,245980595.36,2006.7,221794954.49,473
07 Здравоохранение,247563979.42000002,2006.7,235921732.73000002,474
09 Образование,268847990.08000004,2006.7,261117679.82000005,475
10 Социальная защита,269485217.76,2006.7,262772646.74,476
02 Оборона,446346990.84,2006.7,439674727.65999997,477
03 Общественный порядок и безопасность,449459210.29999995,2006.7,440944116.59999996,478
04 Экономические вопросы,683865334.76,2006.7,643321148.04,479
01 Государственные службы общего назначения,2785515475.08,2006.7,2699325799.02,480
05 Охрана окружающей среды,8135030.75,2006.8,7988515.0,481
"08 Отдых, культура и религия",69511706.33999999,2006.8,67971285.17999999,482
07 Здравоохранение,259206226.11,2006.8,247563979.42000002,483
06 Жилищные и коммунальные услуги,270166236.23,2006.8,245980595.36,484
10 Социальная защита,276197788.78000003,2006.8,269485217.76,485
09 Образование,276578300.3400001,2006.8,268847990.08000004,486
02 Оборона,453019254.02,2006.8,446346990.84,487
03 Общественный порядок и безопасность,457974303.99999994,2006.8,449459210.29999995,488
04 Экономические вопросы,724409521.4799999,2006.8,683865334.76,489
01 Государственные службы общего назначения,2871705151.14,2006.8,2785515475.08,490
05 Охрана окружающей среды,8281546.5,2006.9,8135030.75,491
"08 Отдых, культура и религия",71052127.49999999,2006.9,69511706.33999999,492
07 Здравоохранение,270848472.8,2006.9,259206226.11,493
10 Социальная защита,282910359.8,2006.9,276197788.78000003,494
09 Образование,284308610.6000001,2006.9,276578300.3400001,495
06 Жилищные и коммунальные услуги,294351877.1,2006.9,270166236.23,496
02 Оборона,459691517.2,2006.9,453019254.02,497
03 Общественный порядок и безопасность,466489397.6999999,2006.9,457974303.99999994,498
04 Экономические вопросы,764953708.1999999,2006.9,724409521.4799999,499
01 Государственные службы общего назначения,2957894827.2,2006.9,2871705151.14,500
05 Охрана окружающей среды,8482509.97,2007.0,8281546.5,501
"08 Отдых, культура и религия",72771249.10999998,2007.0,71052127.49999999,502
07 Здравоохранение,270950327.63,2007.0,270848472.8,503
06 Жилищные и коммунальные услуги,277886026.05,2007.0,294351877.1,504
10 Социальная защита,284461540.34000003,2007.0,282910359.8,505
09 Образование,290010217.5200001,2007.0,284308610.6000001,506
02 Оборона,470140762.21999997,2007.0,459691517.2,507
03 Общественный порядок и безопасность,477341404.54999995,2007.0,466489397.6999999,508
04 Экономические вопросы,793803458.6999999,2007.0,764953708.1999999,509
01 Государственные службы общего назначения,3018288485.9599996,2007.0,2957894827.2,510
05 Охрана окружающей среды,8683473.44,2007.1,8482509.97,511
"08 Отдых, культура и религия",74490370.71999998,2007.1,72771249.10999998,512
06 Жилищные и коммунальные услуги,261420175.00000003,2007.1,277886026.05,513
07 Здравоохранение,271052182.46000004,2007.1,270950327.63,514
10 Социальная защита,286012720.88,2007.1,284461540.34000003,515
09 Образование,295711824.44000006,2007.1,290010217.5200001,516
02 Оборона,480590007.24,2007.1,470140762.21999997,517
03 Общественный порядок и безопасность,488193411.3999999,2007.1,477341404.54999995,518
04 Экономические вопросы,822653209.1999999,2007.1,793803458.6999999,519
01 Государственные службы общего назначения,3078682144.72,2007.1,3018288485.9599996,520
05 Охрана окружающей среды,8884436.91,2007.2,8683473.44,521
"08 Отдых, культура и религия",76209492.33,2007.2,74490370.71999998,522
06 Жилищные и коммунальные услуги,244954323.95000002,2007.2,261420175.00000003,523
07 Здравоохранение,271154037.29,2007.2,271052182.46000004,524
10 Социальная защита,287563901.42,2007.2,286012720.88,525
09 Образование,301413431.3600001,2007.2,295711824.44000006,526
02 Оборона,491039252.26,2007.2,480590007.24,527
03 Общественный порядок и безопасность,499045418.24999994,2007.2,488193411.3999999,528
04 Экономические вопросы,851502959.6999999,2007.2,822653209.1999999,529
01 Государственные службы общего назначения,3139075803.4799995,2007.2,3078682144.72,530
05 Охрана окружающей среды,9085400.379999999,2007.3,8884436.91,531
"08 Отдых, культура и религия",77928613.94,2007.3,76209492.33,532
06 Жилищные и коммунальные услуги,228488472.9,2007.3,244954323.95000002,533
07 Здравоохранение,271255892.12,2007.3,271154037.29,534
10 Социальная защита,289115081.96,2007.3,287563901.42,535
09 Образование,307115038.28000003,2007.3,301413431.3600001,536
02 Оборона,501488497.28,2007.3,491039252.26,537
03 Общественный порядок и безопасность,509897425.0999999,2007.3,499045418.24999994,538
04 Экономические вопросы,880352710.1999999,2007.3,851502959.6999999,539
01 Государственные службы общего назначения,3199469462.24,2007.3,3139075803.4799995,540
05 Охрана окружающей среды,9286363.85,2007.4,9085400.379999999,541
"08 Отдых, культура и религия",79647735.55,2007.4,77928613.94,542
06 Жилищные и коммунальные услуги,212022621.85000002,2007.4,228488472.9,543
07 Здравоохранение,271357746.95000005,2007.4,271255892.12,544
10 Социальная защита,290666262.5,2007.4,289115081.96,545
09 Образование,312816645.20000005,2007.4,307115038.28000003,546
02 Оборона,511937742.29999995,2007.4,501488497.28,547
03 Общественный порядок и безопасность,520749431.9499999,2007.4,509897425.0999999,548
04 Экономические вопросы,909202460.7,2007.4,880352710.1999999,549
01 Государственные службы общего назначения,3259863120.9999995,2007.4,3199469462.24,550
05 Охрана окружающей среды,9487327.32,2007.5,9286363.85,551
"08 Отдых, культура и религия",81366857.16,2007.5,79647735.55,552
06 Жилищные и коммунальные услуги,195556770.8,2007.5,212022621.85000002,553
07 Здравоохранение,271459601.78000003,2007.5,271357746.95000005,554
10 Социальная защита,292217443.04,2007.5,290666262.5,555
09 Образование,318518252.12,2007.5,312816645.20000005,556
02 Оборона,522386987.32,2007.5,511937742.29999995,557
03 Общественный порядок и безопасность,531601438.79999995,2007.5,520749431.9499999,558
04 Экономические вопросы,938052211.2,2007.5,909202460.7,559
01 Государственные службы общего назначения,3320256779.7599993,2007.5,3259863120.9999995,560
05 Охрана окружающей среды,9688290.79,2007.6,9487327.32,561
"08 Отдых, культура и религия",83085978.77,2007.6,81366857.16,562
06 Жилищные и коммунальные услуги,179090919.75,2007.6,195556770.8,563
07 Здравоохранение,271561456.61,2007.6,271459601.78000003,564
10 Социальная защита,293768623.58,2007.6,292217443.04,565
09 Образование,324219859.04,2007.6,318518252.12,566
02 Оборона,532836232.34,2007.6,522386987.32,567
03 Общественный порядок и безопасность,542453445.65,2007.6,531601438.79999995,568
04 Экономические вопросы,966901961.7,2007.6,938052211.2,569
01 Государственные службы общего назначения,3380650438.5199995,2007.6,3320256779.7599993,570
05 Охрана окружающей среды,9889254.26,2007.7,9688290.79,571
"08 Отдых, культура и религия",84805100.38000001,2007.7,83085978.77,572
06 Жилищные и коммунальные услуги,162625068.7,2007.7,179090919.75,573
07 Здравоохранение,271663311.44,2007.7,271561456.61,574
10 Социальная защита,295319804.12,2007.7,293768623.58,575
09 Образование,329921465.96000004,2007.7,324219859.04,576
02 Оборона,543285477.36,2007.7,532836232.34,577
03 Общественный порядок и безопасность,553305452.4999999,2007.7,542453445.65,578
04 Экономические вопросы,995751712.2,2007.7,966901961.7,579
01 Государственные службы общего назначения,3441044097.2799993,2007.7,3380650438.5199995,580
05 Охрана окружающей среды,10090217.729999999,2007.8,9889254.26,581
"08 Отдых, культура и религия",86524221.99000001,2007.8,84805100.38000001,582
06 Жилищные и коммунальные услуги,146159217.65,2007.8,162625068.7,583
07 Здравоохранение,271765166.27000004,2007.8,271663311.44,584
10 Социальная защита,296870984.65999997,2007.8,295319804.12,585
09 Образование,335623072.88,2007.8,329921465.96000004,586
02 Оборона,553734722.38,2007.8,543285477.36,587
03 Общественный порядок и безопасность,564157459.3499999,2007.8,553305452.4999999,588
04 Экономические вопросы,1024601462.7,2007.8,995751712.2,589
01 Государственные службы общего назначения,3501437756.0399995,2007.8,3441044097.2799993,590
05 Охрана окружающей среды,10291181.2,2007.9,10090217.729999999,591
"08 Отдых, культура и религия",88243343.60000001,2007.9,86524221.99000001,592
06 Жилищные и коммунальные услуги,129693366.6,2007.9,146159217.65,593
07 Здравоохранение,271867021.1,2007.9,271765166.27000004,594
10 Социальная защита,298422165.2,2007.9,296870984.65999997,595
09 Образование,341324679.8,2007.9,335623072.88,596
02 Оборона,564183967.4,2007.9,553734722.38,597
03 Общественный порядок и безопасность,575009466.1999999,2007.9,564157459.3499999,598
04 Экономические вопросы,1053451213.2,2007.9,1024601462.7,599
01 Государственные службы общего назначения,3561831414.799999,2007.9,3501437756.0399995,600
05 Охрана окружающей среды,10599048.979999999,2008.0,10291181.2,601
"08 Отдых, культура и религия",90860557.60000001,2008.0,88243343.60000001,602
06 Жилищные и коммунальные услуги,130553117.53,2008.0,129693366.6,603
07 Здравоохранение,279135957.06,2008.0,271867021.1,604
10 Социальная защита,301682927.66999996,2008.0,298422165.2,605
09 Образование,347531439.90000004,2008.0,341324679.8,606
02 Оборона,571295783.46,2008.0,564183967.4,607
03 Общественный порядок и безопасность,587042952.8199999,2008.0,575009466.1999999,608
04 Экономические вопросы,1123361437.89,2008.0,1053451213.2,609
01 Государственные службы общего назначения,3658832619.0399995,2008.0,3561831414.799999,610
05 Охрана окружающей среды,10906916.76,2008.1,10599048.979999999,611
"08 Отдых, культура и религия",93477771.60000001,2008.1,90860557.60000001,612
06 Жилищные и коммунальные услуги,131412868.46,2008.1,130553117.53,613
07 Здравоохранение,286404893.02,2008.1,279135957.06,614
10 Социальная защита,304943690.14,2008.1,301682927.66999996,615
09 Образование,353738200.00000006,2008.1,347531439.90000004,616
02 Оборона,578407599.52,2008.1,571295783.46,617
03 Общественный порядок и безопасность,599076439.4399999,2008.1,587042952.8199999,618
04 Экономические вопросы,1193271662.58,2008.1,1123361437.89,619
01 Государственные службы общего назначения,3755833823.2799993,2008.1,3658832619.0399995,620
05 Охрана окружающей среды,11214784.54,2008.2,10906916.76,621
"08 Отдых, культура и религия",96094985.60000001,2008.2,93477771.60000001,622
06 Жилищные и коммунальные услуги,132272619.39,2008.2,131412868.46,623
07 Здравоохранение,293673828.98,2008.2,286404893.02,624
10 Социальная защита,308204452.61,2008.2,304943690.14,625
09 Образование,359944960.1000001,2008.2,353738200.00000006,626
02 Оборона,585519415.58,2008.2,578407599.52,627
03 Общественный порядок и безопасность,611109926.06,2008.2,599076439.4399999,628
04 Экономические вопросы,1263181887.27,2008.2,1193271662.58,629
01 Государственные службы общего назначения,3852835027.5199995,2008.2,3755833823.2799993,630
05 Охрана окружающей среды,11522652.32,2008.3,11214784.54,631
"08 Отдых, культура и религия",98712199.60000001,2008.3,96094985.60000001,632
06 Жилищные и коммунальные услуги,133132370.32,2008.3,132272619.39,633
07 Здравоохранение,300942764.94,2008.3,293673828.98,634
10 Социальная защита,311465215.08,2008.3,308204452.61,635
09 Образование,366151720.2000001,2008.3,359944960.1000001,636
02 Оборона,592631231.64,2008.3,585519415.58,637
03 Общественный порядок и безопасность,623143412.68,2008.3,611109926.06,638
04 Экономические вопросы,1333092111.96,2008.3,1263181887.27,639
01 Государственные службы общего назначения,3949836231.7599993,2008.3,3852835027.5199995,640
05 Охрана окружающей среды,11830520.1,2008.4,11522652.32,641
"08 Отдых, культура и религия",101329413.6,2008.4,98712199.60000001,642
06 Жилищные и коммунальные услуги,133992121.25,2008.4,133132370.32,643
07 Здравоохранение,308211700.9,2008.4,300942764.94,644
10 Социальная защита,314725977.54999995,2008.4,311465215.08,645
09 Образование,372358480.3000001,2008.4,366151720.2000001,646
02 Оборона,599743047.7,2008.4,592631231.64,647
03 Общественный порядок и безопасность,635176899.3,2008.4,623143412.68,648
04 Экономические вопросы,1403002336.65,2008.4,1333092111.96,649
01 Государственные службы общего назначения,4046837435.9999995,2008.4,3949836231.7599993,650
05 Охрана окружающей среды,12138387.879999999,2008.5,11830520.1,651
"08 Отдых, культура и религия",103946627.6,2008.5,101329413.6,652
06 Жилищные и коммунальные услуги,134851872.18,2008.5,133992121.25,653
07 Здравоохранение,315480636.85999995,2008.5,308211700.9,654
10 Социальная защита,317986740.02,2008.5,314725977.54999995,655
09 Образование,378565240.4000001,2008.5,372358480.3000001,656
02 Оборона,606854863.7600001,2008.5,599743047.7,657
03 Общественный порядок и безопасность,647210385.92,2008.5,635176899.3,658
04 Экономические вопросы,1472912561.34,2008.5,1403002336.65,659
01 Государственные службы общего назначения,4143838640.24,2008.5,4046837435.9999995,660
05 Охрана окружающей среды,12446255.66,2008.6,12138387.879999999,661
"08 Отдых, культура и религия",106563841.6,2008.6,103946627.6,662
06 Жилищные и коммунальные услуги,135711623.11,2008.6,134851872.18,663
10 Социальная защита,321247502.49,2008.6,317986740.02,664
07 Здравоохранение,322749572.81999993,2008.6,315480636.85999995,665
09 Образование,384772000.5000001,2008.6,378565240.4000001,666
02 Оборона,613966679.82,2008.6,606854863.7600001,667
03 Общественный порядок и безопасность,659243872.54,2008.6,647210385.92,668
04 Экономические вопросы,1542822786.03,2008.6,1472912561.34,669
01 Государственные службы общего назначения,4240839844.4799995,2008.6,4143838640.24,670
05 Охрана окружающей среды,12754123.44,2008.7,12446255.66,671
"08 Отдых, культура и религия",109181055.6,2008.7,106563841.6,672
06 Жилищные и коммунальные услуги,136571374.04,2008.7,135711623.11,673
10 Социальная защита,324508264.96,2008.7,321247502.49,674
07 Здравоохранение,330018508.78,2008.7,322749572.81999993,675
09 Образование,390978760.60000014,2008.7,384772000.5000001,676
02 Оборона,621078495.8800001,2008.7,613966679.82,677
03 Общественный порядок и безопасность,671277359.16,2008.7,659243872.54,678
04 Экономические вопросы,1612733010.7199998,2008.7,1542822786.03,679
01 Государственные службы общего назначения,4337841048.719999,2008.7,4240839844.4799995,680
05 Охрана окружающей среды,13061991.22,2008.8,12754123.44,681
"08 Отдых, культура и религия",111798269.6,2008.8,109181055.6,682
06 Жилищные и коммунальные услуги,137431124.97,2008.8,136571374.04,683
10 Социальная защита,327769027.42999995,2008.8,324508264.96,684
07 Здравоохранение,337287444.73999995,2008.8,330018508.78,685
09 Образование,397185520.70000017,2008.8,390978760.60000014,686
02 Оборона,628190311.94,2008.8,621078495.8800001,687
03 Общественный порядок и безопасность,683310845.78,2008.8,671277359.16,688
04 Экономические вопросы,1682643235.4099998,2008.8,1612733010.7199998,689
01 Государственные службы общего назначения,4434842252.96,2008.8,4337841048.719999,690
05 Охрана окружающей среды,13369859.0,2008.9,13061991.22,691
"08 Отдых, культура и религия",114415483.6,2008.9,111798269.6,692
06 Жилищные и коммунальные услуги,138290875.9,2008.9,137431124.97,693
10 Социальная защита,331029789.9,2008.9,327769027.42999995,694
07 Здравоохранение,344556380.6999999,2008.9,337287444.73999995,695
09 Образование,403392280.8000002,2008.9,397185520.70000017,696
02 Оборона,635302128.0000001,2008.9,628190311.94,697
03 Общественный порядок и безопасность,695344332.4,2008.9,683310845.78,698
04 Экономические вопросы,1752553460.1,2008.9,1682643235.4099998,699
01 Государственные службы общего назначения,4531843457.2,2008.9,4434842252.96,700
05 Охрана окружающей среды,13383638.19,2009.0,13369859.0,701
"08 Отдых, культура и религия",115594092.69999999,2009.0,114415483.6,702
06 Жилищные и коммунальные услуги,144628206.93,2009.0,138290875.9,703
10 Социальная защита,332608776.38,2009.0,331029789.9,704
07 Здравоохранение,344817288.22999996,2009.0,344556380.6999999,705
09 Образование,406119281.89000016,2009.0,403392280.8000002,706
02 Оборона,640946037.7900001,2009.0,635302128.0000001,707
03 Общественный порядок и безопасность,700774975.09,2009.0,695344332.4,708
04 Экономические вопросы,1700959074.25,2009.0,1752553460.1,709
01 Государственные службы общего назначения,4587364324.32,2009.0,4531843457.2,710
05 Охрана окружающей среды,13397417.38,2009.1,13383638.19,711
"08 Отдых, культура и религия",116772701.8,2009.1,115594092.69999999,712
06 Жилищные и коммунальные услуги,150965537.96,2009.1,144628206.93,713
10 Социальная защита,334187762.85999995,2009.1,332608776.38,714
07 Здравоохранение,345078195.76,2009.1,344817288.22999996,715
09 Образование,408846282.98000014,2009.1,406119281.89000016,716
02 Оборона,646589947.5800002,2009.1,640946037.7900001,717
03 Общественный порядок и безопасность,706205617.78,2009.1,700774975.09,718
04 Экономические вопросы,1649364688.3999999,2009.1,1700959074.25,719
01 Государственные службы общего назначения,4642885191.44,2009.1,4587364324.32,720
05 Охрана окружающей среды,13411196.57,2009.2,13397417.38,721
"08 Отдых, культура и религия",117951310.89999999,2009.2,116772701.8,722
06 Жилищные и коммунальные услуги,157302868.99,2009.2,150965537.96,723
10 Социальная защита,335766749.34,2009.2,334187762.85999995,724
07 Здравоохранение,345339103.28999996,2009.2,345078195.76,725
09 Образование,411573284.0700001,2009.2,408846282.98000014,726
02 Оборона,652233857.3700001,2009.2,646589947.5800002,727
03 Общественный порядок и безопасность,711636260.47,2009.2,706205617.78,728
04 Экономические вопросы,1597770302.55,2009.2,1649364688.3999999,729
01 Государственные службы общего назначения,4698406058.559999,2009.2,4642885191.44,730
05 Охрана окружающей среды,13424975.76,2009.3,13411196.57,731
"08 Отдых, культура и религия",119129920.0,2009.3,117951310.89999999,732
06 Жилищные и коммунальные услуги,163640200.02,2009.3,157302868.99,733
10 Социальная защита,337345735.82,2009.3,335766749.34,734
07 Здравоохранение,345600010.82,2009.3,345339103.28999996,735
09 Образование,414300285.1600001,2009.3,411573284.0700001,736
02 Оборона,657877767.1600001,2009.3,652233857.3700001,737
03 Общественный порядок и безопасность,717066903.16,2009.3,711636260.47,738
04 Экономические вопросы,1546175916.6999998,2009.3,1597770302.55,739
01 Государственные службы общего назначения,4753926925.679999,2009.3,4698406058.559999,740
05 Охрана окружающей среды,13438754.95,2009.4,13424975.76,741
"08 Отдых, культура и религия",120308529.1,2009.4,119129920.0,742
06 Жилищные и коммунальные услуги,169977531.05,2009.4,163640200.02,743
10 Социальная защита,338924722.29999995,2009.4,337345735.82,744
07 Здравоохранение,345860918.35,2009.4,345600010.82,745
09 Образование,417027286.2500001,2009.4,414300285.1600001,746
02 Оборона,663521676.95,2009.4,657877767.1600001,747
03 Общественный порядок и безопасность,722497545.85,2009.4,717066903.16,748
04 Экономические вопросы,1494581530.85,2009.4,1546175916.6999998,749
01 Государственные службы общего назначения,4809447792.799999,2009.4,4753926925.679999,750
05 Охрана окружающей среды,13452534.14,2009.5,13438754.95,751
"08 Отдых, культура и религия",121487138.19999999,2009.5,120308529.1,752
06 Жилищные и коммунальные услуги,176314862.07999998,2009.5,169977531.05,753
10 Социальная защита,340503708.78,2009.5,338924722.29999995,754
07 Здравоохранение,346121825.88000005,2009.5,345860918.35,755
09 Образование,419754287.3400001,2009.5,417027286.2500001,756
02 Оборона,669165586.7400001,2009.5,663521676.95,757
03 Общественный порядок и безопасность,727928188.5400001,2009.5,722497545.85,758
04 Экономические вопросы,1442987145.0,2009.5,1494581530.85,759
01 Государственные службы общего назначения,4864968659.92,2009.5,4809447792.799999,760
05 Охрана окружающей среды,13466313.33,2009.6,13452534.14,761
"08 Отдых, культура и религия",122665747.3,2009.6,121487138.19999999,762
06 Жилищные и коммунальные услуги,182652193.10999998,2009.6,176314862.07999998,763
10 Социальная защита,342082695.26,2009.6,340503708.78,764
07 Здравоохранение,346382733.4100001,2009.6,346121825.88000005,765
09 Образование,422481288.43000007,2009.6,419754287.3400001,766
02 Оборона,674809496.5300001,2009.6,669165586.7400001,767
03 Общественный порядок и безопасность,733358831.23,2009.6,727928188.5400001,768
04 Экономические вопросы,1391392759.1499999,2009.6,1442987145.0,769
01 Государственные службы общего назначения,4920489527.04,2009.6,4864968659.92,770
05 Охрана окружающей среды,13480092.52,2009.7,13466313.33,771
"08 Отдых, культура и религия",123844356.39999999,2009.7,122665747.3,772
06 Жилищные и коммунальные услуги,188989524.14,2009.7,182652193.10999998,773
10 Социальная защита,343661681.74,2009.7,342082695.26,774
07 Здравоохранение,346643640.94000006,2009.7,346382733.4100001,775
09 Образование,425208289.52000004,2009.7,422481288.43000007,776
02 Оборона,680453406.32,2009.7,674809496.5300001,777
03 Общественный порядок и безопасность,738789473.9200001,2009.7,733358831.23,778
04 Экономические вопросы,1339798373.3,2009.7,1391392759.1499999,779
01 Государственные службы общего назначения,4976010394.16,2009.7,4920489527.04,780
05 Охрана окружающей среды,13493871.71,2009.8,13480092.52,781
"08 Отдых, культура и религия",125022965.5,2009.8,123844356.39999999,782
06 Жилищные и коммунальные услуги,195326855.17,2009.8,188989524.14,783
10 Социальная защита,345240668.21999997,2009.8,343661681.74,784
07 Здравоохранение,346904548.4700001,2009.8,346643640.94000006,785
09 Образование,427935290.61,2009.8,425208289.52000004,786
02 Оборона,686097316.1100001,2009.8,680453406.32,787
03 Общественный порядок и безопасность,744220116.61,2009.8,738789473.9200001,788
04 Экономические вопросы,1288203987.4499998,2009.8,1339798373.3,789
01 Государственные службы общего назначения,5031531261.28,2009.8,4976010394.16,790
05 Охрана окружающей среды,13507650.9,2009.9,13493871.71,791
"08 Отдых, культура и религия",126201574.6,2009.9,125022965.5,792
06 Жилищные и коммунальные услуги,201664186.2,2009.9,195326855.17,793
10 Социальная защита,346819654.7,2009.9,345240668.21999997,794
07 Здравоохранение,347165456.0000001,2009.9,346904548.4700001,795
09 Образование,430662291.7,2009.9,427935290.61,796
02 Оборона,691741225.9000001,2009.9,686097316.1100001,797
03 Общественный порядок и безопасность,749650759.3000001,2009.9,744220116.61,798
04 Экономические вопросы,1236609601.6,2009.9,1288203987.4499998,799
01 Государственные службы общего назначения,5087052128.4,2009.9,5031531261.28,800
05 Охрана окружающей среды,13936290.63,2010.0,13507650.9,801
"08 Отдых, культура и религия",132850881.55999999,2010.0,126201574.6,802
06 Жилищные и коммунальные услуги,205900641.35999998,2010.0,201664186.2,803
07 Здравоохранение,362554553.85000014,2010.0,347165456.0000001,804
09 Образование,440972282.21,2010.0,430662291.7,805
10 Социальная защита,630728967.98,2010.0,346819654.7,806
02 Оборона,705683720.58,2010.0,691741225.9000001,807
03 Общественный порядок и безопасность,760484969.9100001,2010.0,749650759.3000001,808
04 Экономические вопросы,1295699875.81,2010.0,1236609601.6,809
01 Государственные службы общего назначения,4743431161.34,2010.0,5087052128.4,810
05 Охрана окружающей среды,14364930.36,2010.1,13936290.63,811
"08 Отдых, культура и религия",139500188.51999998,2010.1,132850881.55999999,812
06 Жилищные и коммунальные услуги,210137096.51999998,2010.1,205900641.35999998,813
07 Здравоохранение,377943651.7000001,2010.1,362554553.85000014,814
09 Образование,451282272.7199999,2010.1,440972282.21,815
02 Оборона,719626215.2600001,2010.1,705683720.58,816
03 Общественный порядок и безопасность,771319180.52,2010.1,760484969.9100001,817
10 Социальная защита,914638281.26,2010.1,630728967.98,818
04 Экономические вопросы,1354790150.02,2010.1,1295699875.81,819
01 Государственные службы общего назначения,4399810194.28,2010.1,4743431161.34,820
05 Охрана окружающей среды,14793570.09,2010.2,14364930.36,821
"08 Отдых, культура и религия",146149495.48,2010.2,139500188.51999998,822
06 Жилищные и коммунальные услуги,214373551.68,2010.2,210137096.51999998,823
07 Здравоохранение,393332749.55000013,2010.2,377943651.7000001,824
09 Образование,461592263.2299999,2010.2,451282272.7199999,825
02 Оборона,733568709.94,2010.2,719626215.2600001,826
03 Общественный порядок и безопасность,782153391.13,2010.2,771319180.52,827
10 Социальная защита,1198547594.5400002,2010.2,914638281.26,828
04 Экономические вопросы,1413880424.23,2010.2,1354790150.02,829
01 Государственные службы общего назначения,4056189227.22,2010.2,4399810194.28,830
05 Охрана окружающей среды,15222209.82,2010.3,14793570.09,831
"08 Отдых, культура и религия",152798802.44,2010.3,146149495.48,832
06 Жилищные и коммунальные услуги,218610006.84,2010.3,214373551.68,833
07 Здравоохранение,408721847.4000001,2010.3,393332749.55000013,834
09 Образование,471902253.7399999,2010.3,461592263.2299999,835
02 Оборона,747511204.62,2010.3,733568709.94,836
03 Общественный порядок и безопасность,792987601.74,2010.3,782153391.13,837
04 Экономические вопросы,1472970698.44,2010.3,1413880424.23,838
10 Социальная защита,1482456907.8200002,2010.3,1198547594.5400002,839
01 Государственные службы общего назначения,3712568260.16,2010.3,4056189227.22,840
05 Охрана окружающей среды,15650849.55,2010.4,15222209.82,841
"08 Отдых, культура и религия",159448109.39999998,2010.4,152798802.44,842
06 Жилищные и коммунальные услуги,222846462.0,2010.4,218610006.84,843
07 Здравоохранение,424110945.2500001,2010.4,408721847.4000001,844
09 Образование,482212244.2499999,2010.4,471902253.7399999,845
02 Оборона,761453699.3,2010.4,747511204.62,846
03 Общественный порядок и безопасность,803821812.3499999,2010.4,792987601.74,847
04 Экономические вопросы,1532060972.65,2010.4,1472970698.44,848
10 Социальная защита,1766366221.1000001,2010.4,1482456907.8200002,849
01 Государственные службы общего назначения,3368947293.1,2010.4,3712568260.16,850
05 Охрана окружающей среды,16079489.28,2010.5,15650849.55,851
"08 Отдых, культура и религия",166097416.35999998,2010.5,159448109.39999998,852
06 Жилищные и коммунальные услуги,227082917.16,2010.5,222846462.0,853
07 Здравоохранение,439500043.10000014,2010.5,424110945.2500001,854
09 Образование,492522234.7599998,2010.5,482212244.2499999,855
02 Оборона,775396193.98,2010.5,761453699.3,856
03 Общественный порядок и безопасность,814656022.9599999,2010.5,803821812.3499999,857
04 Экономические вопросы,1591151246.8600001,2010.5,1532060972.65,858
