name,value,year,lastValue,rank
02 Оборона,1100259139.1599998,2014.7,1099001968.19,1276
03 Общественный порядок и безопасность,1401645814.76,2014.7,1412865452.69,1277
01 Государственные службы общего назначения,2200593057.36,2014.7,2186033222.1400003,1278
04 Экономические вопросы,2446690021.3200006,2014.7,2532292260.9300003,1279
10 Социальная защита,4118139628.0199986,2014.7,4038499504.0299993,1280
05 Охрана окружающей среды,49616253.300000004,2014.8,49286168.0,1281
06 Жилищные и коммунальные услуги,138037390.51000002,2014.8,135371395.72,1282
"08 Отдых, культура и религия",246107085.75,2014.8,245892901.20000002,1283
07 Здравоохранение,515913545.13,2014.8,517793939.16,1284
09 Образование,597083678.16,2014.8,599272734.82,1285
02 Оборона,1101516310.1299999,2014.8,1100259139.1599998,1286
03 Общественный порядок и безопасность,1390426176.8300002,2014.8,1401645814.76,1287
01 Государственные службы общего назначения,2215152892.58,2014.8,2200593057.36,1288
04 Экономические вопросы,2361087781.710001,2014.8,2446690021.3200006,1289
10 Социальная защита,4197779752.009998,2014.8,4118139628.0199986,1290
05 Охрана окружающей среды,49946338.6,2014.9,49616253.300000004,1291
06 Жилищные и коммунальные услуги,140703385.3,2014.9,138037390.51000002,1292
"08 Отдых, культура и религия",246321270.3,2014.9,246107085.75,1293
07 Здравоохранение,514033151.1,2014.9,515913545.13,1294
09 Образование,594894621.5,2014.9,597083678.16,1295
02 Оборона,1102773481.1,2014.9,1101516310.1299999,1296
03 Общественный порядок и безопасность,1379206538.9,2014.9,1390426176.8300002,1297
01 Государственные службы общего назначения,2229712727.8,2014.9,2215152892.58,1298
04 Экономические вопросы,2275485542.100001,2014.9,2361087781.710001,1299
10 Социальная защита,4277419875.999997,2014.9,4197779752.009998,1300
05 Охрана окружающей среды,51288315.46,2015.0,49946338.6,1301
06 Жилищные и коммунальные услуги,133637601.17000002,2015.0,140703385.3,1302
"08 Отдых, культура и религия",244937409.75,2015.0,246321270.3,1303
07 Здравоохранение,513044885.97,2015.0,514033151.1,1304
09 Образование,593842100.77,2015.0,594894621.5,1305
02 Оборона,1104110446.58,2015.0,1102773481.1,1306
03 Общественный порядок и безопасность,1373715594.93,2015.0,1379206538.9,1307
01 Государственные службы общего назначения,2237026721.9700003,2015.0,2229712727.8,1308
04 Экономические вопросы,2271840324.0300007,2015.0,2275485542.100001,1309
10 Социальная защита,4309111424.969997,2015.0,4277419875.999997,1310
05 Охрана окружающей среды,52630292.32,2015.1,51288315.46,1311
06 Жилищные и коммунальные услуги,126571817.04,2015.1,133637601.17000002,1312
"08 Отдых, культура и религия",243553549.20000002,2015.1,244937409.75,1313
07 Здравоохранение,512056620.84,2015.1,513044885.97,1314
09 Образование,592789580.04,2015.1,593842100.77,1315
02 Оборона,1105447412.06,2015.1,1104110446.58,1316
03 Общественный порядок и безопасность,1368224650.96,2015.1,1373715594.93,1317
01 Государственные службы общего назначения,2244340716.1400003,2015.1,2237026721.9700003,1318
04 Экономические вопросы,2268195105.9600005,2015.1,2271840324.0300007,1319
10 Социальная защита,4340802973.939999,2015.1,4309111424.969997,1320
05 Охрана окружающей среды,53972269.18,2015.2,52630292.32,1321
06 Жилищные и коммунальные услуги,119506032.91,2015.2,126571817.04,1322
"08 Отдых, культура и религия",242169688.65,2015.2,243553549.20000002,1323
07 Здравоохранение,511068355.71,2015.2,512056620.84,1324
09 Образование,591737059.3100001,2015.2,592789580.04,1325
02 Оборона,1106784377.54,2015.2,1105447412.06,1326
03 Общественный порядок и безопасность,1362733706.99,2015.2,1368224650.96,1327
01 Государственные службы общего назначения,2251654710.31,2015.2,2244340716.1400003,1328
04 Экономические вопросы,2264549887.890001,2015.2,2268195105.9600005,1329
10 Социальная защита,4372494522.909999,2015.2,4340802973.939999,1330
05 Охрана окружающей среды,55314246.04,2015.3,53972269.18,1331
06 Жилищные и коммунальные услуги,112440248.78,2015.3,119506032.91,1332
"08 Отдых, культура и религия",240785828.10000002,2015.3,242169688.65,1333
07 Здравоохранение,510080090.58,2015.3,511068355.71,1334
09 Образование,590684538.58,2015.3,591737059.3100001,1335
02 Оборона,1108121343.02,2015.3,1106784377.54,1336
03 Общественный порядок и безопасность,1357242763.02,2015.3,1362733706.99,1337
01 Государственные службы общего назначения,2258968704.48,2015.3,2251654710.31,1338
04 Экономические вопросы,2260904669.8200006,2015.3,2264549887.890001,1339
10 Социальная защита,4404186071.88,2015.3,4372494522.909999,1340
05 Охрана окружающей среды,56656222.900000006,2015.4,55314246.04,1341
06 Жилищные и коммунальные услуги,105374464.65,2015.4,112440248.78,1342
"08 Отдых, культура и религия",239401967.55,2015.4,240785828.10000002,1343
07 Здравоохранение,509091825.4499999,2015.4,510080090.58,1344
09 Образование,589632017.85,2015.4,590684538.58,1345
02 Оборона,1109458308.5,2015.4,1108121343.02,1346
03 Общественный порядок и безопасность,1351751819.0500002,2015.4,1357242763.02,1347
04 Экономические вопросы,2257259451.7500005,2015.4,2260904669.8200006,1348
01 Государственные службы общего назначения,2266282698.65,2015.4,2258968704.48,1349
10 Социальная защита,4435877620.85,2015.4,4404186071.88,1350
05 Охрана окружающей среды,57998199.760000005,2015.5,56656222.900000006,1351
06 Жилищные и коммунальные услуги,98308680.52,2015.5,105374464.65,1352
"08 Отдых, культура и религия",238018107.0,2015.5,239401967.55,1353
07 Здравоохранение,508103560.31999993,2015.5,509091825.4499999,1354
09 Образование,588579497.12,2015.5,589632017.85,1355
02 Оборона,1110795273.98,2015.5,1109458308.5,1356
03 Общественный порядок и безопасность,1346260875.0800002,2015.5,1351751819.0500002,1357
04 Экономические вопросы,2253614233.6800003,2015.5,2257259451.7500005,1358
01 Государственные службы общего назначения,2273596692.82,2015.5,2266282698.65,1359
10 Социальная защита,4467569169.820001,2015.5,4435877620.85,1360
05 Охрана окружающей среды,59340176.620000005,2015.6,57998199.760000005,1361
06 Жилищные и коммунальные услуги,91242896.38999999,2015.6,98308680.52,1362
"08 Отдых, культура и религия",236634246.45000002,2015.6,238018107.0,1363
07 Здравоохранение,507115295.18999994,2015.6,508103560.31999993,1364
09 Образование,587526976.39,2015.6,588579497.12,1365
02 Оборона,1112132239.46,2015.6,1110795273.98,1366
03 Общественный порядок и безопасность,1340769931.1100001,2015.6,1346260875.0800002,1367
04 Экономические вопросы,2249969015.61,2015.6,2253614233.6800003,1368
01 Государственные службы общего назначения,2280910686.9900002,2015.6,2273596692.82,1369
10 Социальная защита,4499260718.790002,2015.6,4467569169.820001,1370
05 Охрана окружающей среды,60682153.480000004,2015.7,59340176.620000005,1371
06 Жилищные и коммунальные услуги,84177112.25999999,2015.7,91242896.38999999,1372
"08 Отдых, культура и религия",235250385.9,2015.7,236634246.45000002,1373
07 Здравоохранение,506127030.05999994,2015.7,507115295.18999994,1374
09 Образование,586474455.6600001,2015.7,587526976.39,1375
02 Оборона,1113469204.94,2015.7,1112132239.46,1376
03 Общественный порядок и безопасность,1335278987.14,2015.7,1340769931.1100001,1377
04 Экономические вопросы,2246323797.5400004,2015.7,2249969015.61,1378
01 Государственные службы общего назначения,2288224681.16,2015.7,2280910686.9900002,1379
10 Социальная защита,4530952267.760002,2015.7,4499260718.790002,1380
05 Охрана окружающей среды,62024130.34,2015.8,60682153.480000004,1381
06 Жилищные и коммунальные услуги,77111328.13,2015.8,84177112.25999999,1382
"08 Отдых, культура и религия",233866525.35000002,2015.8,235250385.9,1383
07 Здравоохранение,505138764.9299999,2015.8,506127030.05999994,1384
09 Образование,585421934.9300001,2015.8,586474455.6600001,1385
02 Оборона,1114806170.42,2015.8,1113469204.94,1386
03 Общественный порядок и безопасность,1329788043.17,2015.8,1335278987.14,1387
04 Экономические вопросы,2242678579.4700003,2015.8,2246323797.5400004,1388
01 Государственные службы общего назначения,2295538675.33,2015.8,2288224681.16,1389
10 Социальная защита,4562643816.730003,2015.8,4530952267.760002,1390
05 Охрана окружающей среды,63366107.2,2015.9,62024130.34,1391
06 Жилищные и коммунальные услуги,70045543.99999999,2015.9,77111328.13,1392
"08 Отдых, культура и религия",232482664.8,2015.9,233866525.35000002,1393
07 Здравоохранение,504150499.7999999,2015.9,505138764.9299999,1394
09 Образование,584369414.2,2015.9,585421934.9300001,1395
02 Оборона,1116143135.9,2015.9,1114806170.42,1396
03 Общественный порядок и безопасность,1324297099.2,2015.9,1329788043.17,1397
04 Экономические вопросы,2239033361.4,2015.9,2242678579.4700003,1398
01 Государственные службы общего назначения,2302852669.5,2015.9,2295538675.33,1399
10 Социальная защита,4594335365.700004,2015.9,4562643816.730003,1400
05 Охрана окружающей среды,66339854.88,2016.0,63366107.2,1401
06 Жилищные и коммунальные услуги,75360970.79999998,2016.0,70045543.99999999,1402
"08 Отдых, культура и религия",237583989.35000002,2016.0,232482664.8,1403
07 Здравоохранение,497446914.2999999,2016.0,504150499.7999999,1404
09 Образование,586312764.97,2016.0,584369414.2,1405
02 Оборона,1108257775.91,2016.0,1116143135.9,1406
03 Общественный порядок и безопасность,1325122827.1200001,2016.0,1324297099.2,1407
04 Экономические вопросы,2249292983.08,2016.0,2239033361.4,1408
01 Государственные службы общего назначения,2337434932.1,2016.0,2302852669.5,1409
10 Социальная защита,4637421317.370003,2016.0,4594335365.700004,1410
05 Охрана окружающей среды,69313602.56,2016.1,66339854.88,1411
06 Жилищные и коммунальные услуги,80676397.6,2016.1,75360970.79999998,1412
"08 Отдых, культура и религия",242685313.9,2016.1,237583989.35000002,1413
07 Здравоохранение,490743328.7999999,2016.1,497446914.2999999,1414
09 Образование,588256115.74,2016.1,586312764.97,1415
02 Оборона,1100372415.92,2016.1,1108257775.91,1416
03 Общественный порядок и безопасность,1325948555.04,2016.1,1325122827.1200001,1417
04 Экономические вопросы,2259552604.76,2016.1,2249292983.08,1418
01 Государственные службы общего назначения,2372017194.7,2016.1,2337434932.1,1419
10 Социальная защита,4680507269.040003,2016.1,4637421317.370003,1420
05 Охрана окружающей среды,72287350.24,2016.2,69313602.56,1421
06 Жилищные и коммунальные услуги,85991824.39999999,2016.2,80676397.6,1422
"08 Отдых, культура и религия",247786638.45000002,2016.2,242685313.9,1423
07 Здравоохранение,484039743.29999995,2016.2,490743328.7999999,1424
09 Образование,590199466.51,2016.2,588256115.74,1425
02 Оборона,1092487055.93,2016.2,1100372415.92,1426
03 Общественный порядок и безопасность,1326774282.96,2016.2,1325948555.04,1427
04 Экономические вопросы,2269812226.44,2016.2,2259552604.76,1428
01 Государственные службы общего назначения,2406599457.3,2016.2,2372017194.7,1429
10 Социальная защита,4723593220.710003,2016.2,4680507269.040003,1430
05 Охрана окружающей среды,75261097.92,2016.3,72287350.24,1431
06 Жилищные и коммунальные услуги,91307251.19999999,2016.3,85991824.39999999,1432
"08 Отдых, культура и религия",252887963.0,2016.3,247786638.45000002,1433
07 Здравоохранение,477336157.79999995,2016.3,484039743.29999995,1434
09 Образование,592142817.28,2016.3,590199466.51,1435
02 Оборона,1084601695.94,2016.3,1092487055.93,1436
03 Общественный порядок и безопасность,1327600010.88,2016.3,1326774282.96,1437
04 Экономические вопросы,2280071848.12,2016.3,2269812226.44,1438
01 Государственные службы общего назначения,2441181719.9,2016.3,2406599457.3,1439
10 Социальная защита,4766679172.380002,2016.3,4723593220.710003,1440
05 Охрана окружающей среды,78234845.6,2016.4,75261097.92,1441
06 Жилищные и коммунальные услуги,96622678.0,2016.4,91307251.19999999,1442
"08 Отдых, культура и религия",257989287.55,2016.4,252887963.0,1443
07 Здравоохранение,470632572.29999995,2016.4,477336157.79999995,1444
09 Образование,594086168.05,2016.4,592142817.28,1445
02 Оборона,1076716335.95,2016.4,1084601695.94,1446
03 Общественный порядок и безопасность,1328425738.8000002,2016.4,1327600010.88,1447
04 Экономические вопросы,2290331469.8,2016.4,2280071848.12,1448
01 Государственные службы общего назначения,2475763982.5,2016.4,2441181719.9,1449
10 Социальная защита,4809765124.050001,2016.4,4766679172.380002,1450
05 Охрана окружающей среды,81208593.28,2016.5,78234845.6,1451
06 Жилищные и коммунальные услуги,101938104.8,2016.5,96622678.0,1452
"08 Отдых, культура и религия",263090612.10000002,2016.5,257989287.55,1453
07 Здравоохранение,463928986.79999995,2016.5,470632572.29999995,1454
09 Образование,596029518.82,2016.5,594086168.05,1455
02 Оборона,1068830975.96,2016.5,1076716335.95,1456
03 Общественный порядок и безопасность,1329251466.72,2016.5,1328425738.8000002,1457
04 Экономические вопросы,2300591091.48,2016.5,2290331469.8,1458
01 Государственные службы общего назначения,2510346245.1,2016.5,2475763982.5,1459
10 Социальная защита,4852851075.720001,2016.5,4809765124.050001,1460
05 Охрана окружающей среды,84182340.96,2016.6,81208593.28,1461
06 Жилищные и коммунальные услуги,107253531.6,2016.6,101938104.8,1462
"08 Отдых, культура и религия",268191936.65,2016.6,263090612.10000002,1463
07 Здравоохранение,457225401.29999995,2016.6,463928986.79999995,1464
09 Образование,597972869.59,2016.6,596029518.82,1465
02 Оборона,1060945615.97,2016.6,1068830975.96,1466
03 Общественный порядок и безопасность,1330077194.64,2016.6,1329251466.72,1467
04 Экономические вопросы,2310850713.16,2016.6,2300591091.48,1468
01 Государственные службы общего назначения,2544928507.7,2016.6,2510346245.1,1469
10 Социальная защита,4895937027.390001,2016.6,4852851075.720001,1470
05 Охрана окружающей среды,87156088.63999999,2016.7,84182340.96,1471
06 Жилищные и коммунальные услуги,112568958.4,2016.7,107253531.6,1472
"08 Отдых, культура и религия",273293261.2,2016.7,268191936.65,1473
07 Здравоохранение,450521815.8,2016.7,457225401.29999995,1474
09 Образование,599916220.36,2016.7,597972869.59,1475
02 Оборона,1053060255.98,2016.7,1060945615.97,1476
03 Общественный порядок и безопасность,1330902922.5600002,2016.7,1330077194.64,1477
04 Экономические вопросы,2321110334.8399997,2016.7,2310850713.16,1478
01 Государственные службы общего назначения,2579510770.3,2016.7,2544928507.7,1479
10 Социальная защита,4939022979.06,2016.7,4895937027.390001,1480
05 Охрана окружающей среды,90129836.32,2016.8,87156088.63999999,1481
06 Жилищные и коммунальные услуги,117884385.2,2016.8,112568958.4,1482
"08 Отдых, культура и религия",278394585.75,2016.8,273293261.2,1483
07 Здравоохранение,443818230.3,2016.8,450521815.8,1484
09 Образование,601859571.13,2016.8,599916220.36,1485
02 Оборона,1045174895.99,2016.8,1053060255.98,1486
03 Общественный порядок и безопасность,1331728650.48,2016.8,1330902922.5600002,1487
04 Экономические вопросы,2331369956.52,2016.8,2321110334.8399997,1488
01 Государственные службы общего назначения,2614093032.9,2016.8,2579510770.3,1489
10 Социальная защита,4982108930.73,2016.8,4939022979.06,1490
05 Охрана окружающей среды,93103583.99999999,2016.9,90129836.32,1491
06 Жилищные и коммунальные услуги,123199812.0,2016.9,117884385.2,1492
"08 Отдых, культура и религия",283495910.3,2016.9,278394585.75,1493
07 Здравоохранение,437114644.8,2016.9,443818230.3,1494
09 Образование,603802921.9,2016.9,601859571.13,1495
02 Оборона,1037289536.0,2016.9,1045174895.99,1496
03 Общественный порядок и безопасность,1332554378.4,2016.9,1331728650.48,1497
04 Экономические вопросы,2341629578.2,2016.9,2331369956.52,1498
01 Государственные службы общего назначения,2648675295.5,2016.9,2614093032.9,1499
10 Социальная защита,5025194882.4,2016.9,4982108930.73,1500
05 Охрана окружающей среды,95531632.38999999,2017.0,93103583.99999999,1501
06 Жилищные и коммунальные услуги,127627384.85,2017.0,123199812.0,1502
"08 Отдых, культура и религия",282551523.76,2017.0,283495910.3,1503
07 Здравоохранение,447553934.11,2017.0,437114644.8,1504
09 Образование,616600599.17,2017.0,603802921.9,1505
02 Оборона,1033263087.83,2017.0,1037289536.0,1506
03 Общественный порядок и безопасность,1339212491.02,2017.0,1332554378.4,1507
04 Экономические вопросы,2347922685.85,2017.0,2341629578.2,1508
01 Государственные службы общего назначения,2697592683.15,2017.0,2648675295.5,1509
10 Социальная защита,4983088165.539999,2017.0,5025194882.4,1510
05 Охрана окружающей среды,97959680.77999999,2017.1,95531632.38999999,1511
06 Жилищные и коммунальные услуги,132054957.7,2017.1,127627384.85,1512
"08 Отдых, культура и религия",281607137.22,2017.1,282551523.76,1513
07 Здравоохранение,457993223.42,2017.1,447553934.11,1514
09 Образование,629398276.4399999,2017.1,616600599.17,1515
02 Оборона,1029236639.66,2017.1,1033263087.83,1516
03 Общественный порядок и безопасность,1345870603.64,2017.1,1339212491.02,1517
04 Экономические вопросы,2354215793.5,2017.1,2347922685.85,1518
01 Государственные службы общего назначения,2746510070.8,2017.1,2697592683.15,1519
10 Социальная защита,4940981448.679999,2017.1,4983088165.539999,1520
05 Охрана окружающей среды,100387729.16999999,2017.2,97959680.77999999,1521
06 Жилищные и коммунальные услуги,136482530.55,2017.2,132054957.7,1522
"08 Отдых, культура и религия",280662750.68,2017.2,281607137.22,1523
07 Здравоохранение,468432512.73,2017.2,457993223.42,1524
09 Образование,642195953.71,2017.2,629398276.4399999,1525
02 Оборона,1025210191.49,2017.2,1029236639.66,1526
03 Общественный порядок и безопасность,1352528716.26,2017.2,1345870603.64,1527
04 Экономические вопросы,2360508901.1499996,2017.2,2354215793.5,1528
01 Государственные службы общего назначения,2795427458.45,2017.2,2746510070.8,1529
10 Социальная защита,4898874731.819999,2017.2,4940981448.679999,1530
05 Охрана окружающей среды,102815777.55999999,2017.3,100387729.16999999,1531
06 Жилищные и коммунальные услуги,140910103.4,2017.3,136482530.55,1532
"08 Отдых, культура и религия",279718364.14,2017.3,280662750.68,1533
07 Здравоохранение,478871802.04,2017.3,468432512.73,1534
09 Образование,654993630.98,2017.3,642195953.71,1535
02 Оборона,1021183743.32,2017.3,1025210191.49,1536
03 Общественный порядок и безопасность,1359186828.88,2017.3,1352528716.26,1537
04 Экономические вопросы,2366802008.7999997,2017.3,2360508901.1499996,1538
01 Государственные службы общего назначения,2844344846.1,2017.3,2795427458.45,1539
10 Социальная защита,4856768014.959999,2017.3,4898874731.819999,1540
05 Охрана окружающей среды,105243825.94999999,2017.4,102815777.55999999,1541
06 Жилищные и коммунальные услуги,145337676.25,2017.4,140910103.4,1542
"08 Отдых, культура и религия",278773977.6,2017.4,279718364.14,1543
07 Здравоохранение,489311091.35,2017.4,478871802.04,1544
09 Образование,667791308.25,2017.4,654993630.98,1545
02 Оборона,1017157295.1500001,2017.4,1021183743.32,1546
03 Общественный порядок и безопасность,1365844941.5,2017.4,1359186828.88,1547
04 Экономические вопросы,2373095116.45,2017.4,2366802008.7999997,1548
01 Государственные службы общего назначения,2893262233.75,2017.4,2844344846.1,1549
10 Социальная защита,4814661298.099998,2017.4,4856768014.959999,1550
05 Охрана окружающей среды,107671874.34,2017.5,105243825.94999999,1551
06 Жилищные и коммунальные услуги,149765249.1,2017.5,145337676.25,1552
"08 Отдых, культура и религия",277829591.06,2017.5,278773977.6,1553
07 Здравоохранение,499750380.6600001,2017.5,489311091.35,1554
09 Образование,680588985.52,2017.5,667791308.25,1555
02 Оборона,1013130846.98,2017.5,1017157295.1500001,1556
03 Общественный порядок и безопасность,1372503054.12,2017.5,1365844941.5,1557
04 Экономические вопросы,2379388224.1,2017.5,2373095116.45,1558
01 Государственные службы общего назначения,2942179621.4,2017.5,2893262233.75,1559
10 Социальная защита,4772554581.239998,2017.5,4814661298.099998,1560
05 Охрана окружающей среды,110099922.73,2017.6,107671874.34,1561
06 Жилищные и коммунальные услуги,154192821.95,2017.6,149765249.1,1562
"08 Отдых, культура и религия",276885204.52,2017.6,277829591.06,1563
07 Здравоохранение,510189669.9700001,2017.6,499750380.6600001,1564
09 Образование,693386662.79,2017.6,680588985.52,1565
02 Оборона,1009104398.8100001,2017.6,1013130846.98,1566
03 Общественный порядок и безопасность,1379161166.74,2017.6,1372503054.12,1567
04 Экономические вопросы,2385681331.75,2017.6,2379388224.1,1568
01 Государственные службы общего назначения,2991097009.05,2017.6,2942179621.4,1569
10 Социальная защита,4730447864.379998,2017.6,4772554581.239998,1570
05 Охрана окружающей среды,112527971.12,2017.7,110099922.73,1571
06 Жилищные и коммунальные услуги,158620394.8,2017.7,154192821.95,1572
"08 Отдых, культура и религия",275940817.97999996,2017.7,276885204.52,1573
07 Здравоохранение,520628959.2800001,2017.7,510189669.9700001,1574
09 Образование,706184340.0600001,2017.7,693386662.79,1575
02 Оборона,1005077950.6400001,2017.7,1009104398.8100001,1576
03 Общественный порядок и безопасность,1385819279.36,2017.7,1379161166.74,1577
04 Экономические вопросы,2391974439.3999996,2017.7,2385681331.75,1578
01 Государственные службы общего назначения,3040014396.7,2017.7,2991097009.05,1579
10 Социальная защита,4688341147.519998,2017.7,4730447864.379998,1580
05 Охрана окружающей среды,114956019.51,2017.8,112527971.12,1581
06 Жилищные и коммунальные услуги,163047967.65,2017.8,158620394.8,1582
"08 Отдых, культура и религия",274996431.44,2017.8,275940817.97999996,1583
07 Здравоохранение,531068248.5900001,2017.8,520628959.2800001,1584
09 Образование,718982017.33,2017.8,706184340.0600001,1585
02 Оборона,1001051502.47,2017.8,1005077950.6400001,1586
03 Общественный порядок и безопасность,1392477391.98,2017.8,1385819279.36,1587
04 Экономические вопросы,2398267547.0499997,2017.8,2391974439.3999996,1588
01 Государственные службы общего назначения,3088931784.35,2017.8,3040014396.7,1589
10 Социальная защита,4646234430.659998,2017.8,4688341147.519998,1590
05 Охрана окружающей среды,117384067.9,2017.9,114956019.51,1591
06 Жилищные и коммунальные услуги,167475540.5,2017.9,163047967.65,1592
"08 Отдых, культура и религия",274052044.9,2017.9,274996431.44,1593
07 Здравоохранение,541507537.9000001,2017.9,531068248.5900001,1594
09 Образование,731779694.6,2017.9,718982017.33,1595
02 Оборона,997025054.3000001,2017.9,1001051502.47,1596
03 Общественный порядок и безопасность,1399135504.6,2017.9,1392477391.98,1597
04 Экономические вопросы,2404560654.7,2017.9,2398267547.0499997,1598
01 Государственные службы общего назначения,3137849172.0,2017.9,3088931784.35,1599
10 Социальная защита,4604127713.799997,2017.9,4646234430.659998,1600
05 Охрана окружающей среды,125232641.11,2018.0,117384067.9,1601
06 Жилищные и коммунальные услуги,178612045.69,2018.0,167475540.5,1602
"08 Отдых, культура и религия",278492557.54999995,2018.0,274052044.9,1603
07 Здравоохранение,558830890.6100001,2018.0,541507537.9000001,1604
09 Образование,745686635.02,2018.0,731779694.6,1605
02 Оборона,997442175.58,2018.0,997025054.3000001,1606
03 Общественный порядок и безопасность,1403289483.11,2018.0,1399135504.6,1607
04 Экономические вопросы,2440096432.7799997,2018.0,2404560654.7,1608
01 Государственные службы общего назначения,3154493620.88,2018.0,3137849172.0,1609
10 Социальная защита,4627659982.5999975,2018.0,4604127713.799997,1610
05 Охрана окружающей среды,133081214.32000001,2018.1,125232641.11,1611
06 Жилищные и коммунальные услуги,189748550.88,2018.1,178612045.69,1612
"08 Отдых, культура и религия",282933070.2,2018.1,278492557.54999995,1613
07 Здравоохранение,576154243.3200002,2018.1,558830890.6100001,1614
09 Образование,759593575.44,2018.1,745686635.02,1615
02 Оборона,997859296.86,2018.1,997442175.58,1616
03 Общественный порядок и безопасность,1407443461.62,2018.1,1403289483.11,1617
04 Экономические вопросы,2475632210.8599997,2018.1,2440096432.7799997,1618
01 Государственные службы общего назначения,3171138069.76,2018.1,3154493620.88,1619
10 Социальная защита,4651192251.399997,2018.1,4627659982.5999975,1620
05 Охрана окружающей среды,140929787.53,2018.2,133081214.32000001,1621
06 Жилищные и коммунальные услуги,200885056.07,2018.2,189748550.88,1622
"08 Отдых, культура и религия",287373582.84999996,2018.2,282933070.2,1623
07 Здравоохранение,593477596.0300001,2018.2,576154243.3200002,1624
09 Образование,773500515.8600001,2018.2,759593575.44,1625
02 Оборона,998276418.1400001,2018.2,997859296.86,1626
03 Общественный порядок и безопасность,1411597440.1299999,2018.2,1407443461.62,1627
04 Экономические вопросы,2511167988.94,2018.2,2475632210.8599997,1628
01 Государственные службы общего назначения,3187782518.64,2018.2,3171138069.76,1629
10 Социальная защита,4674724520.199997,2018.2,4651192251.399997,1630
05 Охрана окружающей среды,148778360.74,2018.3,140929787.53,1631
06 Жилищные и коммунальные услуги,212021561.26,2018.3,200885056.07,1632
"08 Отдых, культура и религия",291814095.5,2018.3,287373582.84999996,1633
07 Здравоохранение,610800948.7400001,2018.3,593477596.0300001,1634
09 Образование,787407456.2800001,2018.3,773500515.8600001,1635
02 Оборона,998693539.4200001,2018.3,998276418.1400001,1636
03 Общественный порядок и безопасность,1415751418.6399999,2018.3,1411597440.1299999,1637
04 Экономические вопросы,2546703767.02,2018.3,2511167988.94,1638
01 Государственные службы общего назначения,3204426967.52,2018.3,3187782518.64,1639
10 Социальная защита,4698256788.999997,2018.3,4674724520.199997,1640
05 Охрана окружающей среды,156626933.95,2018.4,148778360.74,1641
06 Жилищные и коммунальные услуги,223158066.45,2018.4,212021561.26,1642
"08 Отдых, культура и религия",296254608.15,2018.4,291814095.5,1643
07 Здравоохранение,628124301.4500002,2018.4,610800948.7400001,1644
09 Образование,801314396.7,2018.4,787407456.2800001,1645
02 Оборона,999110660.7,2018.4,998693539.4200001,1646
03 Общественный порядок и безопасность,1419905397.15,2018.4,1415751418.6399999,1647
04 Экономические вопросы,2582239545.1,2018.4,2546703767.02,1648
01 Государственные службы общего назначения,3221071416.4,2018.4,3204426967.52,1649
10 Социальная защита,4721789057.799997,2018.4,4698256788.999997,1650
05 Охрана окружающей среды,164475507.16,2018.5,156626933.95,1651
06 Жилищные и коммунальные услуги,234294571.64,2018.5,223158066.45,1652
"08 Отдых, культура и религия",300695120.79999995,2018.5,296254608.15,1653
07 Здравоохранение,645447654.1600002,2018.5,628124301.4500002,1654
09 Образование,815221337.1200001,2018.5,801314396.7,1655
02 Оборона,999527781.98,2018.5,999110660.7,1656
03 Общественный порядок и безопасность,1424059375.66,2018.5,1419905397.15,1657
04 Экономические вопросы,2617775323.18,2018.5,2582239545.1,1658
01 Государственные службы общего назначения,3237715865.28,2018.5,3221071416.4,1659
10 Социальная защита,4745321326.599997,2018.5,4721789057.799997,1660
05 Охрана окружающей среды,172324080.37,2018.6,164475507.16,1661
06 Жилищные и коммунальные услуги,245431076.82999998,2018.6,234294571.64,1662
"08 Отдых, культура и религия",305135633.45,2018.6,300695120.79999995,1663
07 Здравоохранение,662771006.8700002,2018.6,645447654.1600002,1664
09 Образование,829128277.5400002,2018.6,815221337.1200001,1665
02 Оборона,999944903.26,2018.6,999527781.98,1666
03 Общественный порядок и безопасность,1428213354.17,2018.6,1424059375.66,1667
04 Экономические вопросы,2653311101.2599998,2018.6,2617775323.18,1668
01 Государственные службы общего назначения,3254360314.1600003,2018.6,3237715865.28,1669
10 Социальная защита,4768853595.399997,2018.6,4745321326.599997,1670
05 Охрана окружающей среды,180172653.57999998,2018.7,172324080.37,1671
06 Жилищные и коммунальные услуги,256567582.01999998,2018.7,245431076.82999998,1672
"08 Отдых, культура и религия",309576146.09999996,2018.7,305135633.45,1673
07 Здравоохранение,680094359.5800002,2018.7,662771006.8700002,1674
09 Образование,843035217.9600002,2018.7,829128277.5400002,1675
02 Оборона,1000362024.5400001,2018.7,999944903.26,1676
03 Общественный порядок и безопасность,1432367332.68,2018.7,1428213354.17,1677
04 Экономические вопросы,2688846879.34,2018.7,2653311101.2599998,1678
01 Государственные службы общего назначения,3271004763.04,2018.7,3254360314.1600003,1679
10 Социальная защита,4792385864.199997,2018.7,4768853595.399997,1680
05 Охрана окружающей среды,188021226.79,2018.8,180172653.57999998,1681
06 Жилищные и коммунальные услуги,267704087.20999998,2018.8,256567582.01999998,1682
"08 Отдых, культура и религия",314016658.75,2018.8,309576146.09999996,1683
07 Здравоохранение,697417712.2900002,2018.8,680094359.5800002,1684
09 Образование,856942158.3800001,2018.8,843035217.9600002,1685
02 Оборона,1000779145.82,2018.8,1000362024.5400001,1686
03 Общественный порядок и безопасность,1436521311.19,2018.8,1432367332.68,1687
04 Экономические вопросы,2724382657.42,2018.8,2688846879.34,1688
